Citations,Auteur,Source,Thèmes,Nombre d'avis,Notes
“Jamais passion ne fut plus justifiée par la raison que la mienne.”,Denis Diderot,"Lettres à Sophie Volland, Gallimard, lettre de juillet 1759",Passion,,
"“Le luxe et l'éclat de la fleur affirment que le bonheur est au bout de la passion satisfaite ; son affaiblissement et ses pâles couleurs, que la souffrance est au bout de la passion comprimée.”",Alphonse Toussenel,L'Esprit des bêtes,Passion,,
"“Je crois qu’on aime quelqu’un d’autre parce qu’on le rencontre au bon moment. Même si c’est une passion exceptionnelle, c’est le hasard qui fait que c’est une passion exceptionnelle.”",Jean-Louis Trintignant,"France Culture, ""A voix nue"", interview du 5/07/2004",Passion,,
"“""La passion doit être punie."" . - Ah oui ? Quel est le con qui a dit ça ?”",Anonyme,,Passion,,
“Les femmes font les pires folies pour allumer une passion et prennent la fuite devant l’incendie.”,Laure d’Abrantès,,Passion,,
“L'amour est la seule passion qui ne souffre ni passé ni avenir.”,Honoré de Balzac,Les Chouans,Passion,,
"“Le grand avantage de la passion, c'est qu'elle nous fait passer le temps.”",Tristan Bernard,,Passion,,
“Ce qu'on nomme passion n'est autre chose qu'un désir irrité par la contradiction.”,Pierre-Augustin Caron de Beaumarchais,Lettre sur le barbier de Séville,Passion,,
“Nulle passion n’est plus forte dans le coeur de l’homme que le désir de faire partager sa foi.”,Virginia Woolf,Orlando,Passion,,
"“Mais, quand on a vaincu, la passion expire,. Ne souhaitant plus rien, on n'a plus rien à dire.”",Thomas Corneille,Le Festin de Pierre,Passion,,
“En vérité la soif de confort assassine la passion de l'âme et va en ricanant à son enterrement.”,Khalil Gibran,,Passion,,
"“Réussir, c'est être en accord avec soi-même, faire les choses avec passion et pas avec raison.”",Hélène Darroze,,Passion,,
"“La passion nous persuade toujours qu'elle fait nos affaires, et ne fait jamais que les siennes.”",Comte de Belvèze,,Passion,,
"“On a beau répondre froidement. Si l'on répond trop vite, c'est la passion.”",Marcel Jouhandeau,Algèbre des valeurs morales,Passion,,
“La passion est le pressentiment de l'amour et de son infini auquel aspirent toutes les âmes souffrantes.”,Honoré de Balzac,La Duchesse de Langeais,Passion,,
"“Celui qui est capable de ressentir la passion, c'est qu'il peut l'inspirer.”",Marcel Pagnol,Jazz,Passion,,
“Venise est une ville de passion : c’est une ville pour les lunes de miel ou pour les ruptures.”,Alfred Capus,Les Pensées,Passion,,
"“Peu d'hommes ont le droit de régner, car peu d'hommes ont une grande passion.”",Charles Baudelaire,Salon de 1846,Passion,,
“Tout français désire bénéficier d’un ou plusieurs privilèges. C’est sa façon d’affirmer sa passion pour l’égalité.”,Charles de Gaulle,,Passion,,
"“L'égoïsme n'est pas l'amour de soi, mais une passion désordonnée de soi.”",Aristote,Politique,Passion,,
“Nous tendons à croire aujourd'hui que l'intensité de la passion est forcément perverse.”,Saul Bellow,Retour de Jérusalem,Passion,,
"“Il faut étaler au théâtre la passion de l'amour dans toute sa force, ou ne pas la traiter.”",Louis-Sébastien Mercier,,Passion,,
“La gastronomie est une passion que l'on n’a pas avant quarante ans ; du moins en expert.”,Louis de Cussy,Gastronome,Passion,,
"“La passion, une fois passée, nous pousse à croire que tout n'était qu'illusion.”",Isabelle Martin,,Passion,,
“Les choses que la passion fait faire paraissent ridicules à ceux qui n'en ont jamais senti.”,Hortense Mancini,Mémoires,Passion,,
"“La passion du trône est seule toujours belle,. Seule à qui l'âme doive une ardeur immortelle.”",Pierre Corneille,Tite et Bérénice,Passion,,
“Il y a une passion si dévorante qu’elle ne peut se décrire. Elle mange qui la contemple.”,Louis Aragon,Aurélien,Passion,,
“Le bonheur n’est-il point de feindre de faire par passion ce que l’on fait par intérêt ?”,Gilbert Sinoué,La Reine crucifiée,Passion,,
"“Ecrire est une manière de mettre en scène le secret, l’interdit, la. passion, l’énigme, l’inachevé, l’inavouable.”",Colette Fellous,,Passion,,
“Il y a une passion pour la chasse qui est profondément implantée dans le cœur de l’homme.”,Charles Dickens,De grandes espérances,Passion,,
“L'histoire c'est la passion des fils qui voudraient comprendre les pères.”,Pier Paolo Pasolini,Le pornographe,Passion,,
"“Ceux qui croient que l'amitié n'est point une passion ne la connaissent pas.. 
”",Madame de Maintenon,Mémoire et lettres de Madame de Maintenon,Passion,,
“Zèle. Maladie nerveuse qui afflige les jeunes et les inexpérimentés. Passion qui ne s’élance que pour mieux s’étaler.”,Ambrose Bierce,Le dictionnaire du Diable,Passion,,
"“Les caprices ont de la grâce, mais le crime est, pour satisfaire un caprice, d'éveiller une passion durable.”",André Maurois,Un art de vivre,Passion,,
“La vieillesse apporte une lucidité dont la jeunesse est bien incapable et une sérénité bien préférable à la passion.”,Marcel Jouhandeau,Réflexions sur la vieillesse et la mort,Passion,,
“La passion fait le bonheur et la femme est sa complice. La femme est la chance du bonheur.”,Jacques de Bourbon Busset,Tu ne mourras pas,Passion,,
"“Une passion ne souffre ni organisation ni prévoyance ; elle n'est que folle témérité, risque et spontanéité.”",Alain Gagnon,Isle ou Salmacis avortée,Passion,,
“Il existe un péché plus destructeur et plus enivrant que la luxure. C'est la passion du pouvoir.”,Jean-Charles Harvey,Les Paradis de sable,Passion,,
“Le couple c’est le lieu de la vie soustraite. La passion c’est le lieu de la vie divisée.”,Christian Bobin,Une petite robe de fête,Passion,,
"“La passion est un excès de vie, un excès de lumière, impossible à étaler dans un quotidien.”",Tahar Ben Jelloun,Entretien avec Catherine Argand - Mars 1999,Passion,,
"“Consommer, c'est en réalité se consumer, c'est consumer toute flamme, tout désir violent, toute passion.”",Jacques Sternberg,Vivre en survivant,Passion,,
“La passion charnelle reste la plus haute forme de quête spirituelle. Elle est un aperçu d'éternité.”,François Cheng,Cyberpresse - 15 Mars 2002,Passion,,
"“La vraie passion c'est une quête, pas une impulsion, un emportement, un instinct de chasseur.”",François Cheng,Le Monde - 15 Février 2002,Passion,,
"“Une fois la passion tournée en ridicule, tout est défait hormis l'argent et le pouvoir.”",Madame de Staël,"Corinne, ou l'Italie",Passion,,
"“Nietzsche avait bien perçu comment la civilisation allait aboutir au dernier homme, une créature apathique sans passion.”",Slavoj Zizek,"Le Nouvel Observateur, 22 janvier 2015",Passion,,
“On met plus de passion à obtenir ce qu'on n'a pas qu'à conserver ce qu'on a.”,Stendhal,,Passion,,
“Il n’y a pas de fin. Il n’y a pas de début. Il n’y a que la passion infinie de la vie.”,Federico Fellini,,Passion,,
"“- Je vous apporte mes voeux.. 
- Merci, je tâcherai d'en faire quelque chose.”",Jules Renard,,Voeux,,
"“Craignez, seigneur, craignez que le ciel rigoureux. Ne vous haïsse assez pour exaucer vos voeux !”",Jean Racine,Phèdre,Voeux,,
"“Tes destins sont d’un homme, et tes voeux sont d’un Dieu.”",Voltaire,Discours en vers sur l'homme,Voeux,,
"“Grèce, ô mère des arts, terre d'idolâtrie,. De mes voeux insensés éternelle patrie”",Alfred de Musset,Premières poésies,Voeux,,
"“Les serments d'amour sont comme les voeux des marins, on les oublie après l'orage.”",John Webster,The white devil,Voeux,,
"“Et comme ton bonheur dépend tout de tes voeux, songes-y bien avant que de les faire.”",Charles Perrault,Les souhaits ridicules,Voeux,,
"“Il nous faut obéir, ma soeur, à nos parents : un père a sur nos voeux une entière puissance.”",Molière,Les femmes savantes,Voeux,,
"“Borné dans sa nature, infini dans ses voeux,. L'homme est un dieu tombé qui se souvient des cieux.”",Alphonse de Lamartine,Premières méditations poétiques,Voeux,,
"“Si je ne suis pas devenu prêtre, c'est à cause des voeux de chasteté.”",Michel Serrault,Bonne Soirée - 24 Février 1993,Voeux,,
"“Tous les hommes font la même erreur, de s'imaginer que bonheur veut dire que tous les voeux se réalisent.”",Léon Tolstoï,,Voeux,,
“Janvier est le mois où l’on offre ses meilleurs voeux à ses amis. Les autres mois sont ceux où ils ne se réaliseront pas.”,Georg Christoph Lichtenberg,,Voeux,,
"“Si on éradiquait radicalement les cartes de voeux et les cadeaux, Noël deviendrait une espèce de scintillant carnaval païen qui nous distrairait agréablement des rigueurs de l’hiver.”",Helen Fielding,Le Journal de Bridget Jones,Voeux,,
"“J'émets le voeux que la photographie au lieu de tomber dans le domaine de l'industrie, du commerce, rentre dans celui de l'art.”",Gustave Le Gray,,Voeux,,
"“Si les Dieux voulaient exaucer les voeux des mortels, il y a longtemps que la terre serait déserte, car les hommes demandent  beaucoup de choses nuisibles au genre humain.”",Epicure,Doctrines et maximes,Voeux,,
"“Quand les peuples cessent d'estimer, ils cessent d'obéir. Règle générale : les nations que les rois assemblent ou consultent commencent par des voeux et finissent par des volontés.”",Antoine de Rivarol,,Voeux,,
“Les cadeaux et les vœux perdent tout leur charme s'ils arrivent trop tard. Leur magie n'est valable que le jour même. ”,Alexandra Marinina,Le Styliste,Voeux,,
“Il faut rajouter de la vie aux années et non des années à la vie.”,Proverbe chinois,,Voeux,43,3
“Ne nous laissons pas accabler par les rhumatismes de l’histoire.”,Valéry Giscard d'Estaing,Voeux télévisés pour l’année 1977,Voeux,,
“Un bonheur aplanit cent malheurs.”,Proverbe chinois,,Voeux,23,4
“On ne doit se résigner qu'au bonheur.”,Alfred Capus,,Voeux,,
“Il est grand temps de rallumer les étoiles.”,Guillaume Apollinaire,Les mamelles de Tirésias,Voeux,,
"“Plus on partage, plus on possède. Voilà le miracle.”",Léonard Nimoy,,Voeux,,
“Les petits cadeaux entretiennent l'amitié.”,Proverbe français,,Voeux,,
"“Plus l'ami est ancien, meilleur il est.”",Plaute,Truculentus,Voeux,,
“On n'est jamais heureux qu'au petit bonheur.”,Hervé Bazin,Abécédaire,Voeux,,
“L'amour est aveugle là où amitié est clairvoyante.”,George Sand,Teverino,Voeux,,
"“Qu'importent les trésors ! Plutôt qu'argent entasser, mieux vaut amis posséder.”",Nikolaï Gogol,Les âmes mortes,Voeux,,
“Ose rêver. Ose essayer. Ose te tromper. Ose avoir du succès. Vas-y. Je te lance un défi !”,Kingsley Ward,Letters from a business man to his son,Voeux,,
"“Etre aimé, c’est plus qu’être riche, car c’est être heureux.”",Claude Tillier,Mon oncle Benjamin,Voeux,,
“Que la santé immortelle descende du ciel pour avoir soin de tous vos jours !”,Voltaire,Zadig ou la destinée,Voeux,,
"“(...) De nombreuses personnes en France sont prises d’une nouvelle maladie, la sondagite.”",Marie-George Buffet,Voeux à la presse - 16 Janvier 2007,Voeux,,
“Je vous souhaite des rêves à n'en plus finir et l'envie furieuse d'en réaliser quelques-uns.”,Jacques Brel,"Voeux de Jacques Brel, le 1er janvier 1968 sur Europe 1",Voeux,,
“Il ne faut pas laisser croître l’herbe sur le chemin de l’amitié.”,Proverbe français,,Voeux,,
“Le bonheur le plus doux est celui qu'on partage.”,Jacques Delille,,Voeux,,
“La joie prolonge la vie.”,Ben Sira,L’Ecclésiastique - IIe s. av. J.-C.,Voeux,,
“L'amitié d'un grand homme est un bienfait des dieux.”,Voltaire,Oedipe,Voeux,,
“Le bonheur est une récompense qui vient à ceux qui ne l'ont pas cherchée.”,Alain,Propos,Voeux,,
"“Soyez vilain ou soyez beau,. 
Pour la santé, c’est kif-kif bourricot.”",Alphonse Allais,,Voeux,,
“La joie est dans le risque à faire du neuf.”,Marilyn Ferguson,Les enfants du verseau,Voeux,,
“Mieux vaut être riche et bien portant que pauvre et malade.”,Francis Blanche,,Voeux,,
“La seule amitié qui vaille est celle qui naît sans raison.”,Arthur Van Schendel,Un Vagabond amoureux,Voeux,,
“La préservation de la santé vaut mieux qu'une cuirasse.”,Hakim Meysari,Les Premiers Poètes persans,Voeux,,
"“Partons, dans un baiser, pour un monde inconnu.”",Alfred de Musset,La Nuit de mai,Voeux,,
"“Ce n'est pas tant d'être riche qui fait le bonheur, c'est de le devenir.”",Stendhal,Vie de Rossini,Voeux,,
"“La gaieté, la santé changent l'hiver en été.”",Antoine Désaugiers,Le Dîner de Madelon,Voeux,,
“L'amitié multiplie les biens et partage les maux.”,Baltasar Gracian y Morales,L'homme de cour,Voeux,,
“La santé est en partie affaire de tuyauterie.”,Jacques de Bourbon Busset,Tu ne mourras pas,Voeux,,
“Le succès est là pour ceux qui n'ont pas peur de le cueillir.”,Monique Corriveau,Compagnon du soleil,Voeux,,
“La recette du succès : suivre sa propre voie.”,Moses Isegawa,Chroniques abyssiniennes,Voeux,,
"“Tu me consacres du temps, c’est le plus généreux de tous les cadeaux.”",Annelou Dupuis,,Voeux,,
“Les amoureux peuvent se tenir même sur le tranchant d’une lame.”,Proverbe géorgien,,Voeux,,
"“Tout ce qui est partagé s'amoindrit, sauf l'amour.”",Massa Makan Diabaté,Kala Jata,Voeux,,
“Le pardon de l'amitié est le plus sain et le plus doux des bienfaits.”,George Sand,Teverino,Voeux,,
“Une bonne année répare le dommage des deux mauvaises.”,Voltaire,Dictionnaire philosophique (1764),Voeux,,
“L’intelligence ne vaut qu’au service de l’amour.”,Antoine de Saint-Exupéry,Pilote de guerre,Voeux,,
“La joie est pareille à un fleuve : rien n'arrête son cours.”,Henry Miller,Le sourire au pied de l'échelle,Voeux,,
“Toutes les grandeurs de ce monde ne valent pas un bon ami.”,Voltaire,Jeannot et Colin,Voeux,,
“Plus étroits que ceux du sang et de la famille sont les liens de l'amitié.”,Jean Boccace,Décaméron,Voeux,,
